,ID,Smiles,pIC50,left_saturated,right_saturated,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BalabanJ,BertzCT,HallKierAlpha,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_ketone,fr_lactam,fr_methoxy,fr_morpholine,fr_nitro,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,left_saturated,right_saturated
0,AZ1001,c1cc(c(nc1)N2CCC(CC2)NC(=O)c3cc(c([nH]3)Cl)Cl)[N+](=O)[O-],5.991464547107982,False,True,-0.4355965152246304,0.013282522885697423,0.623001020227614,384.223,0.31107503908024686,-0.3507395077045811,1.4,2.12,1.6062883669510832,782.714558343989,-2.32,3.8534326365805147,15.200676855804016,10.847037811741252,0.0,5.817862777835028,5.907179729351506,5.687386274683562,14.908855452837393,4.9839785209472085,0.0,0.0,23.20187978046503,24.974377382775238,31.3945642810478,9.945944362558997,9.717848232889493,40.614308562335125,0.0,15.284745645900749,0.0,18.88348407499998,17.98942254267563,50.37993417124606,0.0,10.216698334856808,11.50524905251859,0.0,23.20187978046503,39.92980146103671,0.0,10.114318268765572,23.330108424772302,24.395944776997908,10.175743130634118,0.0,104.16,4.923311048817671,14.908855452837393,0.0,22.789516650075818,42.465580144101985,0.0,18.329577708536295,6.06636706846161,4.899909730850478,15.284745645900749,23.20187978046503,11.63905850442989,0.0,54.91649705112566,0.3333333333333333,2.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,10.0,4.0,0.0,3.0,3.0235000000000003,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1,AZ1002,CC(C)c1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(cccn3)[N+](=O)[O-])Br,3.912023005428146,False,True,-0.411106048426471,0.01151498788937766,0.5507093859573948,436.31,0.31107503908024686,-0.3532411611635052,1.4444444444444444,2.1481481481481484,1.6074391328581896,843.2726830236983,-2.4200000000000004,4.292289752043555,15.200676855804018,5.693927994848461,0.0,5.817862777835028,5.907179729351506,5.687386274683562,14.908855452837393,4.9839785209472085,0.0,0.0,13.847474399381248,46.82222732688598,41.56121179172868,4.923311048817671,9.717848232889493,33.34237267981944,0.0,15.284745645900749,0.0,38.64886452054262,17.98942254267563,50.37083855129282,0.0,10.216698334856808,11.50524905251859,0.0,15.929943897949348,39.92980146103671,0.0,10.114318268765572,48.7894168651634,28.86866429283032,0.0,0.0,104.16,4.923311048817671,14.908855452837393,0.0,17.636406833183027,43.36085287652206,10.166647510680875,6.06636706846161,18.3295777085363,4.899909730850478,45.06216394323134,0.0,0.0,0.90271371286724,62.030467434161416,0.4444444444444444,2.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,9.0,5.0,0.0,3.0,3.6026000000000025,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True
2,AZ1003,CCOC(=O)c1cc(nc(c1C#N)N2CCC(CC2)NC(=O)c3cc(c([nH]3)C)Br)C,1.965712776351493,False,False,-0.5181931486756512,0.02407741825941634,0.6441875077618229,474.3590000000001,0.3391764351057647,-0.4623557767218682,1.3666666666666667,2.066666666666667,1.7070981574091384,983.3012650399461,-2.86,4.648308977162672,19.937539809604065,23.144463577172758,0.0,0.0,5.907179729351506,5.969305287951849,4.794537184071822,9.77851570501903,5.261891554738487,0.0,0.0,61.675532879796464,34.99192914650244,12.170333456209914,14.325937321943691,33.624291693087734,5.261891554738487,15.284745645900749,0.0,39.654695674071846,24.59630450718855,44.81414062069501,6.069221312792274,10.216698334856808,5.817862777835028,0.0,15.929943897949348,47.5826776646838,4.736862953800049,25.178587266912007,57.56314178162565,16.605453652755635,0.0,0.0,111.10999999999999,5.969305287951849,14.850965922882128,0.0,29.682805506406375,43.13687482520912,10.166647510680875,0.0,25.980208536304467,11.823646930541102,37.28391085664237,4.736862953800049,0.0,0.869840703004189,68.30929238229449,0.42857142857142855,2.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,9.0,5.0,0.0,3.0,3.236220000000001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
3,AZ1004,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(cccn3)C#N)Br,2.295560478057081,False,False,-0.0853703703703701,0.0853703703703701,0.8470328613618623,388.269,0.26745754601172994,-0.3553692277364857,1.5,2.25,1.5913499937067825,767.0188567476373,-2.33,3.436062785427088,15.200676855804018,17.581012085475763,0.0,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,5.261891554738487,0.0,0.0,53.894425548876825,35.494844723267065,5.563451491696996,4.794537184071822,27.65498640513588,5.261891554738487,15.284745645900749,0.0,25.807221274690605,17.98942254267563,45.81997177422424,6.069221312792274,10.216698334856808,5.817862777835028,0.0,15.929943897949348,35.00649041221904,0.0,18.254850067221383,34.58748791131776,28.86866429283032,0.0,0.0,84.81,0.0,10.056428738810308,0.0,11.949020558499466,11.257379486545457,41.91566634619308,0.0,24.395944776997908,6.923737199690624,42.183820587492846,0.0,0.0,0.9043094284052633,51.27337791755266,0.35294117647058826,2.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,3.0,0.0,3.0,2.751100000000001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
4,AZ1005,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3ccc4ccccc4n3)Br,1.1969481893889715,False,False,-0.040666534877393135,0.040666534877393135,0.6817614797874743,413.319,0.2674575460116547,-0.35644521524796446,1.2307692307692308,2.0,1.376537788569516,924.3891067045903,-2.3399999999999994,3.4642584341556035,15.200676855804018,11.51179077268349,0.0,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,18.19910120538483,59.960792617338434,34.68422536611878,5.516700717616262,4.794537184071822,38.55791133721694,0.0,15.284745645900749,0.0,25.807221274690605,17.98942254267563,58.325144984760605,0.0,10.216698334856808,5.817862777835028,0.0,15.929943897949348,35.00649041221904,0.0,6.923737199690624,29.024036419620764,46.93728899506368,0.0,10.902924932081056,61.02,0.0,4.794537184071822,0.0,11.949020558499466,5.693927994848461,52.818591278274134,0.0,0.0,31.18920547353706,49.3297219591382,4.9839785209472085,0.0,0.9304146429358024,50.38405589015258,0.3,2.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,3.0,0.0,4.0,4.032620000000003,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
5,AZ1006,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(ccc(n3)OC)[N+](=O)[O-])Br,2.4069451083182885,False,False,-0.4433841549353472,0.0007366202653897869,0.5484607272156731,438.2820000000001,0.3113446211279276,-0.4809287141706295,1.4444444444444444,2.1481481481481484,1.6502195221975793,841.5038127791295,-2.6200000000000006,4.210596084288977,19.93753980960407,5.693927994848461,0.0,11.6978511142704,5.907179729351506,5.687386274683562,14.908855452837393,0.0,4.9839785209472085,0.0,0.0,41.7616914119536,41.43073528857721,12.033108590095203,14.45471118668954,33.34237267981944,0.0,15.284745645900749,0.0,25.807221274690605,25.099220083953163,44.17399497967974,5.879988336435371,14.953561288656857,11.50524905251859,5.879988336435371,15.929943897949348,47.03959900231424,0.0,17.038055468456196,29.024036419620764,22.671820721217244,0.0,0.0,113.39000000000001,4.923311048817671,14.908855452837393,0.0,17.636406833183027,43.32293516679603,10.166647510680875,19.242531678200756,6.06636706846161,11.823646930541102,31.2146895438501,4.736862953800049,0.0,0.860072313769797,64.00662964395,0.4117647058823529,2.0,9.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,10.0,5.0,0.0,3.0,2.796220000000001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
6,AZ1007,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C(=O)N)Br,-2.2926347621408776,True,False,-0.536943148675652,0.07956170739900892,0.6357090543079104,440.7290000000001,0.26745754601165483,-0.3655959495268716,1.3461538461538463,2.0384615384615383,1.6059184541960951,826.1739348616588,-2.06,4.185948862862058,20.9343443329662,16.664900589576284,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,4.9839785209472085,0.0,0.0,11.600939890232516,53.894425548876825,34.86145264335099,0.0,9.589074368143644,45.1631060247199,0.0,15.284745645900749,5.733667477162185,25.807221274690605,17.98942254267563,44.77623801950396,0.0,15.950365812018994,5.817862777835028,0.0,27.530883788181864,40.91367014157054,0.0,6.923737199690624,39.38202509538958,22.671820721217244,5.153109816892792,0.0,104.11,5.907179729351506,9.589074368143644,0.0,17.102130375392257,30.164755076205633,23.008290756532894,6.06636706846161,12.13273413692322,11.823646930541102,31.2146895438501,17.3346073673947,5.983503243914106,0.884032485207491,53.263725438212354,0.35294117647058826,4.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,9.0,4.0,0.0,3.0,2.6317199999999996,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False
7,AZ1008,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3cc(ccn3)C#N)Br,0.9082585601768908,False,False,-0.07698808369894206,0.07698808369894206,0.8470328613618623,388.269,0.26745754601165483,-0.3564298348144843,1.4583333333333333,2.2083333333333335,1.5674240392256558,767.0188567476373,-2.33,3.595229445039978,15.200676855804018,11.51179077268349,0.0,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,5.261891554738487,0.0,0.0,53.894425548876825,35.494844723267065,11.63267280448927,4.794537184071822,27.65498640513588,5.261891554738487,15.284745645900749,0.0,25.807221274690605,17.98942254267563,45.81997177422424,6.069221312792274,10.216698334856808,5.817862777835028,0.0,15.929943897949348,35.00649041221904,0.0,18.254850067221383,34.58748791131776,28.86866429283032,0.0,0.0,84.81,0.0,4.794537184071822,0.0,11.949020558499466,11.257379486545457,41.91566634619308,0.0,24.395944776997908,6.923737199690624,42.183820587492846,5.261891554738487,0.0,0.9082576749546587,51.267838690758445,0.35294117647058826,2.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,3.0,0.0,3.0,2.751100000000001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
8,AZ1009,Cc1cc(nc(n1)N2CCC(CC2)NC(=O)c3cc(c([nH]3)C)Br)C(=O)OC,0.959350221334602,False,False,-0.475646852379356,0.08427621357184822,0.7143977069343136,436.3100000000001,0.35636240065611047,-0.46428728030990774,1.2592592592592593,1.962962962962963,1.609615774372042,839.1771435522598,-2.4200000000000004,4.467181896303292,19.937539809604065,5.693927994848461,5.693927994848461,5.948339280986494,5.907179729351506,5.969305287951849,4.794537184071822,14.76249422596624,0.0,0.0,0.0,54.751795680105836,34.99192914650244,7.109797541277533,14.325937321943693,33.7547681962392,0.0,20.268724166847957,0.0,32.730958474381225,25.099220083953163,39.381165632149475,0.0,10.216698334856808,5.948339280986494,0.0,15.929943897949348,53.069571762395626,4.736862953800049,13.847474399381248,45.2064295933895,16.605453652755635,0.0,0.0,100.21,5.969305287951849,9.589074368143644,0.0,17.642948553347928,30.425708082508567,23.008290756532894,7.109797541277533,12.13273413692322,18.747384130231726,36.1986680647973,4.736862953800049,0.0,0.8893293430468062,59.62184227284156,0.4444444444444444,2.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,9.0,4.0,0.0,3.0,2.36944,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
9,AZ1010,Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3ncccn3)Br,1.601405740736836,False,False,-0.052582304526748835,0.052582304526748835,0.8765070335147153,364.24699999999996,0.2674575460654739,-0.3536838231785892,1.3636363636363635,2.0454545454545454,1.5452732272953216,629.7073474540025,-1.8900000000000001,3.295438001118962,15.200676855804018,5.693927994848461,0.0,5.948339280986494,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,0.0,47.82805848041521,41.69168829488014,0.0,4.794537184071822,27.78546290828735,0.0,20.268724166847957,0.0,25.807221274690605,17.98942254267563,40.386996785678704,0.0,10.216698334856808,5.948339280986494,0.0,15.929943897949348,39.99046893316625,0.0,6.923737199690624,29.024036419620764,28.999140795981784,0.0,0.0,73.91,0.0,4.794537184071822,0.0,11.949020558499466,5.693927994848461,42.04614284934454,0.0,12.393687143226153,19.056471336613843,41.098577795647785,0.0,0.0,0.9247182073367695,44.080459388501524,0.4,2.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,3.0,0.0,3.0,2.27442,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
